age_band,savings_balance,monthly_surplus,risk_appetite_score,investment_experience,account_tenure_months,lump_sum_amount,regular_saving_amount,pension_contribution_pct,pension_pot_value,years_to_retirement,months_since_review,known_trait_count,conversation_turn,employment_status,channel,segment_id,situation_id,suggestion_id,record_id,party_ref,data_split
1.0,,,2.31,0.0,,,,,,31.0,,6.0,0.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,56cc41c4-869e-4e3f-b560-893e7dd0c7a7,ML-00121,TRAIN
2.0,5852.8,498.32,1.24,1.0,,,,7.23,,14.0,,9.0,3.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,667bf52b-870b-4bb2-b520-4b66dfecb305,ML-00122,TRAIN
3.0,14144.57,603.29,1.87,0.0,,,,,,,,7.0,1.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,8b2630c9-8e8f-4415-acad-0887e9e58d0f,ML-00123,TRAIN
4.0,12434.3,208.08,1.58,1.0,,,,,16379.72,5.0,,9.0,3.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,89cccf84-f41b-4142-b991-dcafa63e3ce7,ML-00124,TRAIN
5.0,10600.6,,,1.0,,,,,,3.0,,7.0,1.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,c6831ce3-d7f4-4f1f-a567-5246918fc1dc,ML-00125,TRAIN
4.0,17041.61,,2.03,1.0,,,,0.0,11626.48,4.0,25.0,10.0,4.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,9d5dbc20-ea5a-41f3-8166-6a122901b27b,ML-00126,TRAIN
3.0,50326.06,,,2.0,30.0,,,,,,,7.0,1.0,3.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,9e9829fb-b6ee-4941-b65e-1a4811f17780,ML-00127,TRAIN
2.0,6316.26,,,0.0,8.0,,,,,,,8.0,2.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,f184d3ea-f830-4645-9002-a885c80106bd,ML-00128,TRAIN
1.0,,418.65,1.91,0.0,11.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,cce6466d-159f-4376-9e4f-5dd2ec8f83ef,ML-00129,TRAIN
2.0,9014.99,,,2.0,9.0,33192.54,,,,,,7.0,1.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,9a9062c0-a446-4f41-a7e2-ebea1e0b4c2c,ML-00130,TRAIN
3.0,,415.95,2.86,1.0,37.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,8044a3b2-b736-4a3b-9da3-8e4f5c2a3fb5,ML-00131,TRAIN
2.0,5139.27,449.92,1.83,1.0,14.0,,,,,,,9.0,3.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,2412c0f8-8214-4856-b1a2-301d02e64f4c,ML-00132,TRAIN
4.0,,,,0.0,33.0,,,,,,,8.0,2.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,e6ecad1a-4891-474c-b477-7967d8b59f76,ML-00133,TRAIN
3.0,5007.13,435.4,2.57,0.0,,,,4.76,,25.0,,11.0,5.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,d42629d9-920f-4da3-acbd-4039880c3585,ML-00134,TRAIN
1.0,2822.37,922.66,2.77,0.0,,,,,,22.0,,6.0,0.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,9e7db3a8-d2cd-4a9e-99c8-bbb414b80d0e,ML-00135,TRAIN
2.0,8021.46,,,0.0,,,,,,11.0,,6.0,0.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,dac0930b-3b7a-4203-a3e2-55bfbb897546,ML-00136,TRAIN
3.0,11832.26,601.92,,0.0,,,,,47937.81,,,7.0,1.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,5383772b-fa3c-4727-ad91-e4fc6ce1f03c,ML-00137,TRAIN
4.0,10458.57,319.85,1.69,1.0,,,,,12567.27,3.0,,7.0,1.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,92bad07b-df73-4e1f-8860-708d413f252e,ML-00138,TRAIN
4.0,,,1.54,0.0,,,,13.14,91084.04,3.0,,9.0,3.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,dc978350-6bee-4170-b06f-37c05df583da,ML-00139,TRAIN
4.0,19278.08,256.68,3.78,1.0,,,,0.0,55928.58,4.0,,10.0,4.0,2.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,d874d565-6f93-41cc-9801-3de39c00b2ed,ML-00140,TRAIN
2.0,,,1.85,2.0,43.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,cd395ec6-2665-44b9-9a26-f4eab63fc0bb,ML-00141,TRAIN
1.0,4180.89,659.62,2.86,0.0,27.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,29758279-4635-4d1b-8635-b782766dbd02,ML-00142,TRAIN
3.0,5548.14,,,1.0,37.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,082e1d9a-4374-4a53-966b-430628ecf188,ML-00143,TRAIN
2.0,4495.55,1010.9,4.49,1.0,28.0,39926.31,,,,,,12.0,6.0,3.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,cd20e5b8-cf29-4269-b3b8-80c2883e053a,ML-00144,TRAIN
2.0,1502.96,,2.5,2.0,30.0,,,,,,,9.0,3.0,3.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,df9c4dc6-fde4-4c9b-9044-a2e5729e48aa,ML-00145,TRAIN
2.0,7573.91,297.95,,1.0,16.0,,185.26,,,,,7.0,1.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,5429d3ca-4c37-4d04-928f-fdc833e38339,ML-00146,TRAIN
3.0,66060.47,,3.01,1.0,48.0,,,,,,,8.0,2.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,d69d3e40-7bd0-44aa-ba71-3c47d2d43e34,ML-00147,TRAIN
3.0,,610.6,2.19,0.0,,,,6.91,,37.0,,6.0,0.0,2.0,1.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,12f656b1-5281-4843-9d6e-96cd7df067c6,ML-00148,TRAIN
3.0,6181.36,322.36,2.81,0.0,,,,7.59,,34.0,,12.0,6.0,2.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,ba5a379f-1501-4e64-aba1-c70281dd862c,ML-00149,TRAIN
2.0,,,1.0,0.0,,,,9.23,,10.0,,10.0,4.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,ae9fa9b6-1b23-4a61-8588-6ec4a4c2274a,ML-00150,TRAIN
3.0,7813.52,499.15,,0.0,,,,,,11.0,,8.0,2.0,2.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,f8e5746e-9055-4a6a-9abf-3f22ce8dcfa7,ML-00151,TRAIN
4.0,7664.76,547.35,2.67,0.0,,,,,12794.02,2.0,,9.0,3.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,2b6572e2-cda8-47af-843f-caddf468de20,ML-00152,TRAIN
4.0,,672.46,1.14,0.0,,,,5.28,51495.73,2.0,,6.0,0.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,010711d9-b0c7-4ed4-8087-4691767aba86,ML-00153,TRAIN
4.0,,390.17,,1.0,,,,0.0,,2.0,21.0,7.0,1.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,47de619e-c68e-4c6e-80f6-ce9b757cffd7,ML-00154,TRAIN
3.0,12181.79,411.35,3.47,1.0,22.0,,,,,,,9.0,3.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,deb5142b-fcf5-4ff6-bc26-3e7ebe6c02a0,ML-00155,TRAIN
1.0,4367.9,306.06,,0.0,21.0,,,,,,,8.0,2.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,c68d2a14-6c68-4e31-8ef9-ebd52f35bebc,ML-00156,TRAIN
2.0,7348.39,351.78,2.0,1.0,28.0,,,,,,,11.0,5.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,37759096-2ed3-4914-80f0-f7ba4551c370,ML-00157,TRAIN
2.0,,278.26,2.73,0.0,35.0,,,,,,,9.0,3.0,3.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,9f0d3470-4cc6-4ed7-9164-3731d651e181,ML-00158,TRAIN
3.0,9019.68,108.96,2.27,1.0,43.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,19be0d6d-98b9-4398-984c-d2e81850da84,ML-00159,TRAIN
1.0,2095.95,249.72,1.92,0.0,6.0,,98.37,,,,,10.0,4.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,54e120d2-a681-40fa-a7ac-7d6fe9f6f30d,ML-00160,TRAIN
3.0,28394.59,493.22,2.04,1.0,31.0,,,,,,,9.0,3.0,3.0,1.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,d0bacb4f-4d75-4239-9a2a-bbc4119a02b0,ML-00161,TRAIN
2.0,17667.36,390.18,2.85,1.0,,,,5.5,,34.0,,10.0,4.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,75475027-f408-412e-b39c-0f150b867de6,ML-00162,TRAIN
1.0,932.42,375.48,1.94,0.0,,,,8.23,,5.0,,11.0,5.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,201d8089-4212-4af8-93d5-7441095e230e,ML-00163,TRAIN
3.0,9490.94,521.14,3.71,1.0,,,,9.69,,12.0,,9.0,3.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,2361905f-3eca-4231-adf3-4fb12ad4e681,ML-00164,TRAIN
4.0,30767.71,771.63,2.73,1.0,,,,9.46,80831.94,5.0,,12.0,6.0,3.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,6839cbaf-2d50-4e2e-87ce-2b61c22d8340,ML-00165,TRAIN
4.0,,480.2,3.17,1.0,,,,,9673.33,0.0,,10.0,4.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,fea5942f-0988-4ce4-a808-1e2a8d583c47,ML-00166,TRAIN
5.0,10893.86,,,0.0,,,,,,4.0,,8.0,2.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,dc77bbca-fd64-4711-a91b-7c6951745564,ML-00167,TRAIN
4.0,500.0,74.74,2.13,1.0,,,,0.0,47946.51,4.0,31.0,11.0,5.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,00a3ca67-203d-4e9a-9c83-0dbe4c7f1c07,ML-00168,TRAIN
3.0,16569.32,249.33,2.14,1.0,16.0,,,,,,,8.0,2.0,3.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f11ceae9-b245-4519-9a07-d74fd0453d07,ML-00169,TRAIN
2.0,4942.73,401.27,,0.0,4.0,,,,,,,6.0,0.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,b9362701-a61e-4a5e-b007-87a456cc6457,ML-00170,TRAIN
1.0,,100.0,3.09,1.0,6.0,,,,,,,10.0,4.0,1.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,6acc38e6-d75c-40f1-a17d-f40813a01686,ML-00171,TRAIN
1.0,13969.92,560.18,3.73,1.0,22.0,31657.7,,,,,,6.0,0.0,3.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,73dcfea2-010d-4f9f-bf9c-61720dba057c,ML-00172,TRAIN
2.0,6662.44,752.12,3.6,1.0,45.0,,,,,,,9.0,3.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,1366dca1-2d39-4d09-aefd-ac93716b38e0,ML-00173,TRAIN
2.0,6005.32,387.46,3.49,0.0,16.0,,144.42,,,,,10.0,4.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,8a72bfed-27fd-4482-a4b2-105698c61624,ML-00174,TRAIN
2.0,71303.24,885.03,2.33,2.0,41.0,,,,,,,6.0,0.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,73e848a8-b083-4f68-b397-c6e80c0dc758,ML-00175,TRAIN
2.0,0.0,396.85,3.04,1.0,,,,,,,,6.0,0.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,d7127f41-960c-40fe-b5b9-c635661e42d9,ML-00176,TRAIN
4.0,1477.92,429.18,2.37,0.0,,,,8.1,,20.0,,6.0,0.0,2.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,b49b1622-43ae-4120-b233-4531ae8f22a7,ML-00177,TRAIN
4.0,8605.75,560.38,,0.0,,,,9.74,,,,6.0,0.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,f69e657c-b592-47f7-b90a-3e181bcf617a,ML-00178,TRAIN
4.0,,,3.93,0.0,,,,16.0,52290.38,16.0,,9.0,3.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,60129353-4433-4f03-b754-d51d3c13f2b7,ML-00179,TRAIN
5.0,,307.01,3.23,1.0,,,,,16606.88,4.0,,8.0,2.0,1.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,3726da64-5986-4593-8b35-27aed23f323d,ML-00180,TRAIN
4.0,,743.96,2.01,0.0,,,,13.01,28725.61,3.0,,7.0,1.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,dc86c617-926d-48ca-95b6-bb04e42112c4,ML-00181,TRAIN
4.0,11880.38,281.82,1.6,1.0,,,,0.0,28782.97,3.0,27.0,13.0,7.0,3.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,43b93f50-a8e7-457e-aac2-34f5ea51bd5c,ML-00182,TRAIN
2.0,17577.47,836.14,,1.0,21.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,016e165a-ad08-477f-870e-8d884f9b4b01,ML-00183,TRAIN
1.0,,516.38,2.93,0.0,17.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,952545c5-b130-47c8-8041-d1cfdef4e5e2,ML-00184,TRAIN
3.0,4290.61,378.37,1.62,1.0,29.0,,,,,,,10.0,4.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,bff1060e-3a59-44df-a467-91de1025cf09,ML-00185,TRAIN
2.0,12690.07,,3.71,2.0,7.0,,,,,,,10.0,4.0,2.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,536e7c24-ed43-412d-a56c-541636e7faea,ML-00186,TRAIN
2.0,14522.22,236.22,3.32,1.0,53.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,dbb1420b-2cf5-4064-a9bf-fde8a59a169f,ML-00187,TRAIN
2.0,2254.48,246.3,2.66,0.0,19.0,,76.41,,,,,9.0,3.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,8ef4cbe0-541c-493e-96ce-895e3f75c256,ML-00188,TRAIN
3.0,49043.5,497.72,3.84,0.0,37.0,,,,,,,11.0,5.0,2.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,b533401b-6e08-45dc-9c80-fe415e9c2781,ML-00189,TRAIN
2.0,5674.59,550.41,4.1,1.0,,,,6.3,,26.0,,11.0,5.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,c76ba83f-54d4-4895-8a31-2adeaec220b3,ML-00190,TRAIN
1.0,1012.49,574.09,,0.0,,,,,,32.0,,6.0,0.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,bf14559c-a423-4209-9be7-18346659453f,ML-00191,TRAIN
2.0,11836.54,808.94,3.25,0.0,,,,5.48,,,,7.0,1.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,c3efd81a-9d40-4ea7-b665-5553366dc068,ML-00192,TRAIN
3.0,11554.41,722.2,3.87,0.0,,,,7.94,107007.3,8.0,,9.0,3.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,b7804fb0-bd00-484e-ac0e-30b3cdddba3a,ML-00193,TRAIN
4.0,5352.55,512.41,3.3,0.0,,,,,22935.75,2.0,,11.0,5.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,94a780ed-b73e-447f-ba76-2f68dc05d1e3,ML-00194,TRAIN
4.0,22777.82,466.73,1.1,0.0,,,,11.1,25512.8,3.0,,9.0,3.0,3.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,5e110cf5-1412-4a65-afd1-2ef09297994b,ML-00195,TRAIN
4.0,16804.96,,,1.0,,,,,,1.0,23.0,7.0,1.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,5080e0bc-0874-49c2-a3a9-a57ed4baa893,ML-00196,TRAIN
2.0,32068.78,715.32,3.82,2.0,26.0,,,,,,,7.0,1.0,2.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f6aba1ad-dbe2-46c8-b366-9e6fd9e3f2b2,ML-00197,TRAIN
1.0,6668.5,264.19,,0.0,18.0,,,,,,,8.0,2.0,2.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,81a31183-069f-46e6-ba7e-338be453ca95,ML-00198,TRAIN
2.0,5711.8,249.18,2.49,2.0,51.0,,,,,,,10.0,4.0,3.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,1fd798e2-dbac-4138-885e-fc1cb70d8ccc,ML-00199,TRAIN
3.0,12065.08,100.0,2.55,0.0,23.0,18826.84,,,,,,12.0,6.0,2.0,1.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,61f44779-7370-4bdb-966f-ff5ab779edf5,ML-00200,TRAIN
3.0,3997.15,,,2.0,25.0,,,,,,,8.0,2.0,2.0,1.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,c4c75154-6bd4-4e4c-b591-ac4d50d5d325,ML-00201,TRAIN
2.0,2640.8,457.59,1.33,0.0,14.0,,209.65,,,,,12.0,6.0,1.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,5f5b412a-55bb-47e4-a5ef-39420d6253f6,ML-00202,TRAIN
3.0,54739.36,883.38,2.29,0.0,54.0,,,,,,,9.0,3.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,2497d29e-0d4b-410a-bc9c-c975d2dcad74,ML-00203,TRAIN
2.0,4612.2,,,1.0,,,,,,21.0,,6.0,0.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,2d55bbb8-be62-4baf-aa53-9c9026959cb6,ML-00204,TRAIN
1.0,768.19,,,0.0,,,,10.63,,17.0,,8.0,2.0,1.0,0.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,a468fa87-355f-405f-960d-01bb57f7988e,ML-00205,TRAIN
3.0,5368.5,555.19,2.2,0.0,,,,9.8,,20.0,,9.0,3.0,1.0,0.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,abde2b7c-a7a5-4216-a912-4fb3f561121b,ML-00206,TRAIN
3.0,14515.7,461.61,,1.0,,,,,5000.0,6.0,,8.0,2.0,1.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,b1042c6d-9153-4a3f-9e1a-8d5565f095b6,ML-00207,TRAIN
4.0,13410.04,,,0.0,,,,,6704.57,4.0,,6.0,0.0,3.0,0.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,dd041abd-375b-4444-bf95-193aa71b739b,ML-00208,TRAIN
4.0,,,,0.0,,,,,5000.0,4.0,,6.0,0.0,2.0,0.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,6de75fa4-827c-4d49-a267-9b2426d6947e,ML-00209,TRAIN
5.0,,208.64,,1.0,,,,0.0,73632.55,,19.0,7.0,1.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,0b517719-93ac-40ea-88a5-c92af836fd8f,ML-00210,TRAIN
3.0,22658.4,524.36,3.28,1.0,38.0,,,,,,,11.0,5.0,1.0,1.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f20b3f1a-3762-402c-ae6d-7fb4becd425a,ML-00211,TRAIN
1.0,5875.5,294.4,,0.0,26.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,89b04488-f5b7-439c-bde1-cef4e7faad7c,ML-00212,TRAIN
4.0,2790.62,477.43,2.78,2.0,34.0,,,,,,,10.0,4.0,3.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,7771e0f7-43e6-4390-a1c4-3c029b248150,ML-00213,TRAIN
3.0,6241.8,422.28,3.13,0.0,37.0,7535.94,,,,,,11.0,5.0,2.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,d1afcc6c-8a83-4184-8d2d-5af7f5db3d60,ML-00214,TRAIN
3.0,1650.98,,3.52,1.0,33.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,c8f52fc2-3702-4868-8c08-06323b474122,ML-00215,TRAIN
3.0,1811.07,190.4,3.44,1.0,21.0,,170.78,,,,,8.0,2.0,2.0,0.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,2f49b592-162c-4713-af84-43398438fc23,ML-00216,TRAIN
3.0,20924.69,,,1.0,42.0,,,,,,,8.0,2.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,ec65dd4f-11bd-4f34-b717-6af47c5e88cd,ML-00217,TRAIN
3.0,806.23,423.95,2.14,0.0,,,,6.69,,23.0,,11.0,5.0,1.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,4e8aac04-cddf-405f-b245-30116b0d5cee,ML-00218,TRAIN
1.0,2190.61,306.71,2.48,0.0,,,,8.0,,9.0,,11.0,5.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,d3f77cc8-cb70-40cd-a193-4dd0914874de,ML-00219,TRAIN
2.0,,490.92,2.8,1.0,,,,5.82,,24.0,,9.0,3.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,31d697c4-52c5-419a-8d3c-80b540e1c308,ML-00220,TRAIN
3.0,2884.09,,2.62,1.0,,,,,,,,6.0,0.0,3.0,0.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,81951102-34aa-4db2-889d-801922bfdcbe,ML-00221,TRAIN
4.0,,560.06,,1.0,,,,,,,,8.0,2.0,3.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,8cb9006c-9d79-400d-b10a-1a269e49ff60,ML-00222,TRAIN
4.0,11852.12,465.5,1.41,1.0,,,,10.39,44657.5,3.0,,11.0,5.0,2.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,e8d8b008-2ece-490c-b699-feb526ca8aba,ML-00223,TRAIN
4.0,,,,1.0,,,,0.0,28248.52,4.0,22.0,6.0,0.0,3.0,0.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,73ec0535-da60-4f62-83ca-9e2b03ed4184,ML-00224,TRAIN
1.0,42206.63,,2.66,0.0,31.0,,,,,,,8.0,2.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,f5bebd37-68f8-4867-a130-3d8e7aa33bcb,ML-00225,TRAIN
2.0,10202.44,401.08,2.52,0.0,15.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,92766938-eb1d-49f2-a25e-19608a034824,ML-00226,TRAIN
1.0,4402.81,,2.47,1.0,36.0,,,,,,,10.0,4.0,3.0,0.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,eb2e80fb-b722-4f8f-bb8d-fdf2743a1215,ML-00227,TRAIN
2.0,18762.86,399.39,3.93,1.0,17.0,53451.28,,,,,,13.0,7.0,1.0,0.0,SEG-INV-004,SIT-INV-004,SUG-INV-004,22d8090f-a1e8-44a6-ba6f-3832ec971d3a,ML-00228,TRAIN
4.0,19929.78,225.55,,1.0,24.0,,,,,,,6.0,0.0,1.0,0.0,SEG-INV-005,SIT-INV-005,SUG-INV-005,bd0949c5-2338-4ba3-b3bb-6f7a15872272,ML-00229,TRAIN
1.0,4560.64,372.1,,0.0,39.0,,99.22,,,,,8.0,2.0,1.0,1.0,SEG-INV-006,SIT-INV-006,SUG-INV-006,642daca7-7188-4ee2-9d29-0690743e7592,ML-00230,TRAIN
4.0,23993.79,1245.54,2.47,1.0,28.0,,,,,,,6.0,0.0,3.0,0.0,SEG-SD-001,SIT-SD-001,SUG-SD-001,0b8ef07a-b88e-47ae-9805-f40148b9be39,ML-00231,TRAIN
3.0,3899.05,714.19,2.33,1.0,,,,3.93,,8.0,,6.0,0.0,2.0,0.0,SEG-PEN-001,SIT-PEN-001,SUG-PEN-001,f5a221c8-9ea6-45e4-ade4-c90cd29689b3,ML-00232,TRAIN
2.0,3209.35,217.81,1.54,0.0,,,,7.96,,11.0,,10.0,4.0,1.0,1.0,SEG-PEN-002,SIT-PEN-002,SUG-PEN-002,33c90a20-98d0-4568-b9cf-752d8c6acf3a,ML-00233,TRAIN
3.0,5564.67,750.64,1.7,0.0,,,,8.32,,11.0,,10.0,4.0,1.0,1.0,SEG-PEN-003,SIT-PEN-003,SUG-PEN-003,73d85d0a-9529-4669-8c08-0d52c6c77a3f,ML-00234,TRAIN
4.0,9091.8,503.92,1.72,2.0,,,,8.65,31853.92,8.0,,13.0,7.0,2.0,1.0,SEG-DEC-001,SIT-DEC-001,SUG-DEC-001,e91de0ef-188a-44ff-8554-36bb85d2c2fa,ML-00235,TRAIN
4.0,3338.85,172.14,1.0,1.0,,,,,20141.97,3.0,,11.0,5.0,2.0,1.0,SEG-DEC-002,SIT-DEC-002,SUG-DEC-002,5f381286-c12b-40b6-a6a1-1f7a0145902b,ML-00236,TRAIN
4.0,42083.6,287.16,1.12,0.0,,,,10.43,70383.03,5.0,,11.0,5.0,3.0,1.0,SEG-DEC-003,SIT-DEC-003,SUG-DEC-003,eaaff112-5e1c-4230-9270-3a4ff6bcb00f,ML-00237,TRAIN
4.0,,,2.6,1.0,,,,0.0,10000.0,10.0,,9.0,3.0,2.0,1.0,SEG-DEC-004,SIT-DEC-004,SUG-DEC-004,352f0e36-9908-4796-9baf-b57985cb6b10,ML-00238,TRAIN
4.0,20792.81,638.38,,1.0,17.0,,,,,,,7.0,1.0,1.0,0.0,SEG-INV-001,SIT-INV-001,SUG-INV-001,ff99735f-e18e-45e9-939c-be8732ad5b77,ML-00239,TRAIN
1.0,6830.36,474.0,3.53,0.0,7.0,,,,,,,10.0,4.0,1.0,1.0,SEG-INV-002,SIT-INV-002,SUG-INV-002,e87f0733-f9e9-43db-8ca9-95a0e49f7209,ML-00240,TRAIN
2.0,4502.78,963.76,2.34,1.0,6.0,,,,,,,8.0,2.0,1.0,1.0,SEG-INV-003,SIT-INV-003,SUG-INV-003,26717817-71ca-4142-b394-fc5c1381adf2,ML-00241,TRAIN
